2175-3644; REVISTA MAL-ESTAR E SUBJETIVIDADE (VERSÃO ELETRÔNICA); B2
1889-7231; REVISTA NÓMADAS - REVISTA CRÍTICA DE CIÊNCIAS SOCIALES Y JURÍDICAS; B2
1982-2596; REVISTA PENSAMENTO CONTEMPORÂNEO EM ADMINISTRAÇÃO (UFF); B2
1645-0523; REVISTA PORTUGUESA DE CIÊNCIAS DO DESPORTO; B2
1983-4659; ReA UFSM; B2
1518-3025; Reuna - Revista de Economia, Administração e Turismo; B2
2237-5139; Revista ADM.MADE; B2
1983-716X; Revista Alcance ? Eletrônica; B2
2177-6229; Revista Ciências Sociais Unisinos; B2
1678-4855; Revista Desenvolvimento em Questão; B2
1806-0013; Revista Dor (São Paulo); B2
1984-3372; Revista Eletrônica de Estratégia e Negócios; B2
1678-5428; Revista Eletrônica e-xacta; B2
1678-5428; Revista Exacta; B2
1678-5428; Revista Exacta (versão online); B2
1983-4535; Revista Gestão Universitária da América Latina; B2
1983-4535; Revista Gestão Universitária na América Latina - GUAL; B2
2176-0756; Revista Ibero-Americana de Estrategia; B2
2176-0756; Revista Ibero-Americana de Estratégia; B2
2176-0756; Revista Ibero-Americana de Estratégia RIAE; B2
2176-0756; Revista Ibero-Americana de Estratégia RIAE; B2
2176-0756; Revista Ibero-americana de Estratégia; B2
2175-3644; Revista Mal-Estar e Subjetividade; B2
1982-2596; Revista Pensamento Contemporâneo em Administração; B2
1646-8872; Revista da Gestão Costeira Integrada; B2
1984-6975; Revista de Administração Faces Journal; B2
1679-5350; Revista de Administração da UNIMEP; B2
1992-1896; Revista de Contabilidad y Negocios; B2
1413-3849; Revista de Negócios; B2
1980-4431; Revista de Negócios; B2
1983-4659; Revista de administração da UFSM; B2
1981-9951; Revista em Agronegócios e Meio Ambiente; B2
1982-2596; Revista pensamento contemporâneo em administração (UFF); B2
1518-3025; Reúna. Revista de Economia da UNA; B2
1669-2381; SALUD COLECTIVA; B2
1851-8265; SALUD COLECTIVA; B2
0103-1104; SAUDE EM DEBATE; B2
2358-2898; SAÚDE EM DEBATE; B2
1982-4513; SOCIEDADE & NATUREZA (UFU. ONLINE); B2
1982-7342; SOCIEDADE, CONTABILIDADE E GESTÃO (UFRJ); B2
1980-9743; SOILS & ROCKS; B2
1840-3662; SPORT SCIENCE (TRAVNIK. PRINT); B2
2213-7793; SPRINGER SCIENCE REVIEWS; B2
2215-910X; SUMA DE NEGOCIOS; B2
2352-5509; SUSTAINABLE PRODUCTION AND CONSUMPTION; B2
0039-7660; SYLWAN; B2
1982-7342; Sociedade, Contabilidade e Gestão; B2
1982-6907; SÃO PAULO JOURNAL OF MATHEMATICAL SCIENCES; B2
1413-389X; TEMAS EM PSICOLOGIA (RIBEIRÃO PRETO); B2
1980-542X; TEMPO (NITERÓI. ONLINE); B2
2175-1803; TEMPO E ARGUMENTO; B2
2238-104X; TEORIA E PRATICA EM ADMINISTRACAO; B2
1681-4835; THE ELECTRONIC JOURNAL ON INFORMATION SYSTEMS IN DEVELOPING COUNTRIES; B2
1874-2262; THE OPEN IMMUNOLOGY JOURNAL; B2
1981-7746; TRABALHO, EDUCAÇÃO E SAÚDE (ONLINE); B2
0101-3173; TRANS/FORM/AÇÃO (UNESP. MARÍLIA. IMPRESSO); B2
2197-1927; TRIPLE HELIX; B2
2238-104X; Teoria e Prática em Administração; B2
0120-4807; UNIVERSITAS HUMANISTICA; B2
2175-3369; URBE. REVISTA BRASILEIRA DE GESTÃO URBANA; B2
0104-8775; VARIA HISTÓRIA (UFMG. IMPRESSO); B2
1029-0540; WORLD HOSPITALS AND HEALTH SERVICES; B2
2042-5961; WORLD JOURNAL OF ENTREPRENEURSHIP, MANAGEMENT AND SUSTAINABLE DEVELOPMENT; B2
1741-2234; WORLD REVIEW OF SCIENCE, TECHNOLOGY AND SUSTAINABLE DEVELOPMENT; B2
2318-4965; ABCS HEALTH SCIENCES; B3
1980-5772; ACTA GEOGRÁFICA (UFRR); B3
2318-8499; AGENDA POLÍTICA; B3
1518-8728; ALCEU (PUCRJ); B3
1808-0251; AMBIÊNCIA; B3
2175-9405; AMBIÊNCIA (ONLINE); B3
1945-5488; AMERICAN JOURNAL OF ECONOMICS AND BUSINESS ADMINISTRATION; B3
1844-7007; ANALELE UNIVERSIT¿¿II CONSTANTIN BRÂNCU¿I DIN TÂRGU-JIU : SERIA ECONOMIE; B3
1984-4921; ANTARES: LETRAS E HUMANIDADES; B3
1022-1301; ARCHIVOS LATINOAMERICANOS DE PRODUCCIÓN ANIMAL; B3
2175-0106; ARS VETERINÁRIA Jaboticabal; B3
1668-7515; ASTROLABIO (BUENOS AIRES); B3
1982-1956; ATELIÊ GEOGRÁFICO (UFG); B3
2316-4093; Acta Iguazu; B3
2238-8893; Amazônia, Organizações e Sustentabilidade; B3
0102-4388; BIBLOS (RIO GRANDE); B3
2117-4458; BIO WEB OF CONFERENCES; B3
2236-3637; BOLETIM CAMPINEIRO DE GEOGRAFIA; B3
0067-9615; BOLETIM DE INDÚSTRIA ANIMAL (IMPRESSO); B3
1981-4100; BOLETIM DE INDÚSTRIA ANIMAL (ONLINE); B3
2151-6219; BUSINESS AND ECONOMICS JOURNAL; B3
1981-3082; CADERNO ESPAÇO FEMININO (ONLINE); B3
2317-6466; CADERNO PROFISSIONAL DE MARKETING; B3
1678-1244; CADERNOS DA FUCAMP; B3
2317-0026; CADERNOS DE PROSPECÇÃO; B3
2317-0026; CADERNOS DE PROSPECÇÃO; B3
0104-4931; CADERNOS DE TERAPIA OCUPACIONAL DA UFSCAR; B3
2175-0173; CADERNOS DO CEOM; B3
1678-8990; CAMINHOS (RIO DO SUL); B3
2177-4153; CAPITAL CIENTÍFICO; B3
1413-4403; CHIROPTERA NEOTROPICAL; B3
0304-2685; CIÊNCIA & TROPICO; B3
2358-0763; CIÊNCIA DA INFORMAÇÃO EM REVISTA; B3
2177-6830; CIÊNCIA DA MADEIRA; B3
2179-460X; CIÊNCIA E NATURA; B3
2319-0574; CIÊNCIAS DO TRABALHO; B3
1678-9059; COLÓQUIO (TAQUARA); B3
2318-180X; COLÓQUIO - REVISTA DO DESENVOLVIMENTO REGIONAL; B3
2177-4986; COMPETÊNCIA - REVISTA DA EDUCAÇÃO SUPERIOR DO SENAC-RS; B3
1415-5842; COMUNICAÇÃO & INFORMAÇÃO (UFG); B3
2175-7755; COMUNICAÇÃO & SOCIEDADE (ONLINE); B3
1645-2089; COMUNICAÇÃO E SOCIEDADE; B3
1806-4981; COMUNICAÇÃO, MÍDIA E CONSUMO (SÃO PAULO. IMPRESSO); B3
1958-9212; CONFINS (PARIS); B3
1806-0269; CONTEMPORANEA (SALVADOR. IMPRESSO); B3
1809-9386; CONTEMPORANEA (UFBA. ONLINE); B3
2175-8751; CONTEXTO; B3
1676-6016; CONTEXTO (UFRGS); B3
1984-7114; CONTRAPONTOS (ONLINE); B3
1696-8360; CONTRIBUCIONES A LA ECONOMÍA; B3
1138-1728; CULTURA DE LOS CUIDADOS; B3
1806-4981; Comunicação, Mídia e Consumo (São Paulo); B3
1809-9386; Contemporânea - Revista de Comunicação e Cultura; B3
1988-5245; DELOS: DESARROLLO LOCAL SOSTENIBLE; B3
1988-5245; DELOS: Desarrollo Local Sostenible; B3
2238-913X; DEMETRA: ALIMENTAÇÃO, NUTRIÇÃO & SAÚDE; B3
2175-9391; DEMOCRACIA DIGITAL E GOVERNO ELETRÔNICO; B3
2317-949X; DESAFIO ONLINE; B3
2316-5537; DESENVOLVE: REVISTA DE GESTÃO DA UNILASALLE; B3
1518-952X; DESENVOLVIMENTO E MEIO AMBIENTE (UFPR); B3
2317-7721; DIREITO DA CIDADE; B3
2177-1758; DIREITO E LIBERDADE.; B3
1516-6104; DIREITO, ESTADO E SOCIEDADE (IMPRESSO); B3
1519-3640; DIÁLOGO (CANOAS); B3
2316-5537; Desenvolve - Revista de Gestão do Unilasalle; B3
1516-6104; Direito, Estado e Sociedade; B3
2238-9024; Diálogo (UNILASALLE); B3
2177-5087; ECCOM - EDUCAÇÃO, CULTURA E COMUNICAÇÃO; B3
2317-627X; ECONOMIA & REGIÃO; B3
0339-7513; EDUCATION PERMANENTE; B3
1983-7771; EDUCATIVA (GOIÂNIA. ONLINE); B3
2179-8435; EDUCAÇÃO POR ESCRITO PUCRS; B3
2238-1279; EDUCAÇÃO E CULTURA CONTEMPORÂNEA (ONLINE); B3
1809-3760; EDUCAÇÃO ON-LINE (PUCRJ); B3
1239-2685; EJBO. ELECTRONIC JOURNAL OF BUSINESS AND ORGANIZATION ETHICS; B3
1518-6369; EM EXTENSÃO (UFU. IMPRESSO); B3
1808-5245; EM QUESTÃO; B3
2158-8708; EMERGING MARKETS JOURNAL (ONLINE); B3
0101-1723; ENSAIOS FEE (IMPRESSO); B3
1980-2668; ENSAIOS FEE (ONLINE); B3
1519-5392; ENTRETEXTOS (UEL); B3
1473-2866; EPHEMERA (ONLINE); B3
1518-2487; EPTIC (UFS); B3
1809-1296; ESPORTE E SOCIEDADE; B3
1983-781X; ESTUDOS (GOIÂNIA. ONLINE); B3
0103-0876; ESTUDOS (UCGO. IMPRESSO); B3
1982-4718; ESTUDOS DE SOCIOLOGIA; B3
1982-6729; ESTUDOS DO CEPE; B3
1413-4128; ESTUDOS DO CEPE (UNISC); B3
1984-932X; ESTUDOS EM AVALIAÇÃO EDUCACIONAL; B3
0103-6831; ESTUDOS EM AVALIAÇÃO EDUCACIONAL (IMPRESSO); B3
1646-4974; ESTUDOS EM COMUNICACAO; B3
1676-2592; ETD. Educação Temática Digital; B3
0959-6941; EUROPEAN BUSINESS LAW REVIEW; B3
2052-7764; EUROPEAN JOURNAL OF ECONOMICS AND ECONOMIC POLICIES: INTERVENTION.; B3
1982-6729; Estudos do CEPE; B3
1984-932X; Estudos em Avaliação Educacional; B3
1516-6503; FACEF PESQUISA; B3
1983-053X; FILOSOFIA E HISTÓRIA DA BIOLOGIA; B3
2236-9929; FUCAMP CADERNOS; B3
2175-5825; FUTURE STUDIES RESEARCH JOURNAL; B3
2175-5825; Future Studies Research Journal - Future; B3
0100-7912; GEOGRAFIA (RIO CLARO. IMPRESSO); B3
2236-4994; GEOGRAFIA ENSINO & PESQUISA; B3
2172-3958; GEOPOLITICA(S): REVISTA DE ESTUDIOS SOBRE ESPACIO Y PODER; B3
1984-2430; GEPROS Gestão da Produção, Operações e Sistemas; B3
1809-614X; GEPROS. GESTÃO DA PRODUÇÃO, OPERAÇÕES E SISTEMAS; B3
1984-2430; GEPROS. GESTÃO DA PRODUÇÃO, OPERAÇÕES E SISTEMAS (ONLINE); B3
1984-2430; GEPROS.Gestão da Produção, Operações e Sistemas; B3
1983-8220; GERAIS: REVISTA INTERINSTITUCIONAL DE PSICOLOGIA; B3
2238-8230; GESTÃO & SOCIEDADE: REVISTA DE PÓS-GRADUAÇÃO DA UNIABEU; B3
1981-1543; GESTÃO & TECNOLOGIA DE PROJETOS; B3
2238-4170; GESTÃO CONTEMPORÂNEA; B3
2446-6875; GESTÃO E DESENVOLVIMENTO; B3
1807-5436; GESTÃO E DESENVOLVIMENTO (FEEVALE); B3
1980-5756; GESTÃO E SOCIEDADE; B3
1980-5756; GESTÃO E SOCIEDADE (UFMG); B3
1679-1827; GESTÃO.ORG; B3
1679-1827; GESTÃO.Org. Revista Eletrônica de Gestão Organizacional; B3
1947-5667; GLOBAL BUSINESS AND MANAGEMENT RESEARCH; B3
1676-2819; GLOBAL MANAGER (FSG); B3
2179-135X; GVcasos - Revista Brasileira de Casos de Ensino em Administração; B3
2236-0972; GeP – Revista de Gestão e Projetos; B3
2238-4170; Gestão Contemporânea; B3
2238-4170; Gestão Contemporânea; B3
1980-5756; Gestão e sociedade (UFMG); B3
2357-9366; HELIKON - REVISTA DE HISTÓRIA; B3
1807-1600; HOLOS (NATAL. ONLINE); B3
1980-1726; HYGEIA : REVISTA BRASILEIRA DE GEOGRAFIA MÉDICA E DA SAÚDE (UBERLÂNDIA); B3
2175-8018; IBEROAMERICAN JOURNAL OF INDUSTRIAL ENGINEERING; B3
2346-9161; IBEROAMERICAN JOURNAL OF PROJECT MANAGEMEN (ONLINE); B3
2027-7040; IBEROAMERICAN JOURNAL OF PROJECT MANAGEMENT (IJOPM); B3
1981-1179; ID ON LINE. REVISTA DE PSICOLOGIA; B3
2278-3369; IJAME. INTERNATIONAL JOURNAL OF ADVANCES IN MANAGEMENT AND ECONOMICS; B3
0103-3905; INDICADORES ECONÔMICOS FEE (IMPRESSO); B3
1806-8987; INDICADORES ECONÔMICOS FEE (ONLINE); B3
1544-7529; INFORMATION TECHNOLOGIES AND INTERNATIONAL DEVELOPMENT (PRINT); B3
0103-667X; INFORMATIVO ABRATES; B3
1981-8920; INFORMAÇÃO & INFORMAÇÃO (UEL. ONLINE); B3
1676-0670; INFORME GEPEC (IMPRESSO); B3
1679-415X; INFORME GEPEC (ONLINE); B3
1518-1243; INICIAÇÃO CIENTÍFICA - CESUMAR; B3
0102-6453; INTERCOM: REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO; B3
1806-9037; INTERFACE (NATAL); B3
2335-6812; INTERNATIONAL JOURNAL OF ENERGY AND STATISTICS; B3
2318-9975; INTERNATIONAL JOURNAL OF INNOVATION; B3
2028-9324; INTERNATIONAL JOURNAL OF INNOVATION AND APPLIED STUDIES; B3
0813-0183; INTERNATIONAL JOURNAL OF MANAGEMENT; B3
0975-0444; INTERNATIONAL JOURNAL OF MATERIALS ENGINEERING AND TECHNOLOGY; B3
2013-570X; INTERNATIONAL JOURNAL OF ORGANIZATIONS; B3
0975-9018; INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING & APPLICATIONS (IJSEA); B3
0975-8992; INTERNATIONAL JOURNAL OF UBICOMP; B3
2146-4405; INTERNATIONAL REVIEW OF MANAGEMENT AND MARKETING; B3
1980-4865; INTERNEXT (SÃO PAULO); B3
1807-1384; INTERTHESIS (FLORIANÓPOLIS); B3
2174-5609; INVESTIGACIONES TURÍSTICAS; B3
1981-8920; Informação & Informação; B3
1981-8920; Informação & Informação (Online); B3
2176-9192; Iniciação Científica (CESUMAR ); B3
2278-3369; International Journal of Advances in Management and Economics; B3
1984-3046; JOSCM. JOURNAL OF OPERATIONS AND SUPPLY CHAIN MANAGEMENT; B3
2318-1265; JOURNAL OF ANIMAL BEHAVIOUR AND BIOMETEOROLOGY; B3
1849-3327; JOURNAL OF ECONOMIC AND SOCIAL DEVELOPMENT; B3
2306-6784; JOURNAL OF GOVERNANCE AND REGULATION; B3
2220-9352; JOURNAL OF GOVERNANCE AND REGULATION (IMPRESSO); B3
1544-0222; JOURNAL OF INTERNATIONAL BUSINESS RESEARCH (PRINT); B3
1868-4890; JOURNAL OF POLITICS IN LATIN AMERICA (INTERNET); B3
1866-802X; JOURNAL OF POLITICS IN LATIN AMERICA (PRINT); B3
1920-7603; JOURNAL OF POLLINATION ECOLOGY; B3
2250-5105; JOURNAL OF SAFETY AND SECURITY IN TOURISM; B3
1532-0618; JOURNAL OF SOFTWARE MAINTENANCE AND EVOLUTION; B3
1690-4524; JOURNAL OF SYSTEMICS, CYBERNETICS AND INFORMATICS; B3
2229-8932; JOURNAL OF TECHNICAL EDUCATION AND TRAINING; B3
1690-4524; Journal of Systemics, Cybernetics and Informatics; B3
2179-3565; Journal on Innovation and Sustainability; B3
1160-7742; LA REVUE DES SCIENCES DE GESTION; B3
1981-5921; LATITUDE (UFAL); B3
2177-2789; LUMEN ET VIRTUS; B3
1989-0494; MEDIACIONES SOCIALES; B3
2179-9571; MEDIAÇÃO; B3
1518-1219; MERIDIANO 47 (UNB); B3
0100-1248; NAVIGATOR (RIO DE JANEIRO); B3
2237-4558; NAVUS REVISTA DE GESTÃO E TECNOLOGIA; B3
2237-4558; NAVUS Revista de Gestão e Tecnologia; B3
2236-3777; NEOTROPICAL BIOLOGYAND CONSERVATION; B3
1516-6481; NOVOS CADERNOS NAEA; B3
2179-7536; NOVOS CADERNOS NAEA; B3
2175-0491; NOVOS ESTUDOS JURÍDICOS (ONLINE); B3
1678-6602; NUCLEUS (ITUVERAVA. IMPRESSO); B3
1982-2278; NUCLEUS (ITUVERAVA. ONLINE); B3
0251-3552; NUEVA SOCIEDAD; B3
0325-6960; NUEVAMÉRICA (BUENOS AIRES); B3
1516-1021; NUMEN (UFJF); B3
0100-1248; Navigator. Subsídios para a História Marítima do Brasil; B3
1982-2278; Nucleus (Ituverava); B3
1519-0110; ORG & DEMO (UNESP. MARÍLIA); B3
1413-9375; PARCERIAS ESTRATÉGICAS (IMPRESSO); B3
1415-5109; PENSAMENTO & REALIDADE; B3
2237-4418; PENSAMENTO & REALIDADE; B3
2238-4642; PENSAMENTO PLURAL; B3
0717-1013; PENSAMIENTO EDUCATIVO; B3
2178-843X; PENSANDO: REVISTA DE FILOSOFIA (UFPI); B3
1519-8464; PENSAR (UNIFOR); B3
1980-6183; PENSAR A PRÁTICA (ONLINE); B3
1984-7246; PERCURSOS (FLORIANÓPOLIS. ONLINE); B3
2175-795X; PERSPECTIVA; B3
1808-575X; PERSPECTIVA ECONÔMICA (SÃO LEOPOLDO. ONLINE); B3
1980-0193; PERSPECTIVAS CONTEMPORÂNEAS; B3
2236-417X; PERSPECTIVAS EM GESTÃO & CONHECIMENTO; B3
1981-0695; PESQUISA BRASILEIRA EM CIÊNCIA DA INFORMAÇÃO E BIBLIOTECONOMIA; B3
1981-0695; PESQUISA BRASILEIRA EM CIÊNCIA DA INFORMAÇÃO E BIBLIOTECONOMIA,; B3
0100-0551; PESQUISA E PLANEJAMENTO ECONÔMICO (RIO DE JANEIRO); B3
1984-3534; PESQUISA OPERACIONAL PARA O DESENVOLVIMENTO; B3
2316-932X; PODIUM: SPORT, LEISURE AND TOURISM REVIEW; B3
2238-152X; POLIS E PSIQUE; B3
1676-0727; POLÊM!CA; B3
1677-4140; POLÍTICA & SOCIEDADE (IMPRESSO); B3
2175-7984; POLÍTICA & SOCIEDADE (ONLINE); B3
1983-3717; POLÍTICAS CULTURAIS EM REVISTA; B3
1984-4352; PRACS: REVISTA ELETRÔNICA DE HUMANIDADES DO CURSO DE CIÊNCIAS SOCIAIS DA UNIFAP; B3
1517-672X; PRETEXTO (BELO HORIZONTE. IMPRESSO); B3
1984-6983; PRETEXTO (BELO HORIZONTE. ONLINE); B3
1646-3153; PRISMA.COM; B3
0103-5371; PSICO (PUCRS. IMPRESSO); B3
1980-8623; PSICO (PUCRS. ONLINE); B3
0103-7013; PSICOLOGIA ARGUMENTO (PUCPR. IMPRESSO); B3
2238-779X; PSICOLOGIA E SABER SOCIAL; B3
1415-5109; Pensamento & Realidade; B3
2377-4418; Pensamento & Realidade - Revista do Programa de Estudos Pós-Graduados em Administração - FEA; B3
1677-6321; Periódico eletrônico “Colloquium Humanarum”; B3
1980-0193; Perspectivas contemporâneas; B3
2236-417X; Perspectivas em Gestão & Conhecimento; B3
1517-672X; Pretexto (Belo Horizonte); B3
2238-779X; Psicologia e Saber Social; B3
2179-4936; RACE - REVISTA DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA (ONLINE); B3
2179-4936; RACE - Revista de Administração, Contabilidade e Economia; B3
1678-6483; RACE : REVISTA DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA; B3
2178-7638; RACEF - Revista de Administração, Contabilidade e Economia da FUNDACE; B3
2178-7638; RACEF ¿ REVISTA DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA DA FUNDACE; B3
2177-2754; RAHIS; B3
1983-5205; RAHIS. REVISTA DE ADMINISTRAÇÃO HOSPITALAR E INOVAÇÃO EM SAÚDE; B3
1806-8405; RBPG. REVISTA BRASILEIRA DE PÓS-GRADUAÇÃO; B3
1984-6266; RC&C - Revista de Contabilidade e Controladoria (UFPR); B3
1984-6266; RC&C. REVISTA DE CONTABILIDADE E CONTROLADORIA; B3
2178-8022; RDE - REVISTA DE DESENVOLVIMENTO ECONÔMICO (ONLINE); B3
1516-1684; RDE. REVISTA DE DESENVOLVIMENTO ECONÔMICO; B3
1679-9127; REA. REVISTA ELETRÔNICA DE ADMINISTRAÇÃO (FRANCA. ONLINE); B3
1679-9127; REA. Revista Eletrônica de Administração; B3
2316-5812; REAT - REVISTA ELETRÔNICA DE ADMINISTRAÇÃO E TURISMO; B3
2175-2168; RECHTD. REVISTA DE ESTUDOS CONSTITUCIONAIS, HERMENÊUTICA E TEORIA DO DIREITO; B3
1414-7106; REDES (SANTA CRUZ DO SUL. IMPRESSO); B3
1982-6745; REDES (SANTA CRUZ DO SUL. ONLINE); B3
1982-9949; REFLEXÃO E AÇÃO (ONLINE); B3
2179-734X; REGISTRO CONTÁBIL - RECONT; B3
2179-734X; REGISTRO CONTÁBIL - ReCont; B3
1677-3071; RESI. Revista Eletrônica de Sistemas de Informação; B3
0102-7395; REVERSO (BELO HORIZONTE. IMPRESSO); B3
2178-0080; REVISTA ADMINISTRAÇÃO EM DIÁLOGO - RAD; B3
1984-428X; REVISTA AGROGEOAMBIENTAL; B3
2238-8893; REVISTA AMAZÔNIA, ORGANIZAÇÕES E SUSTENTABILIDADE; B3
2176-9036; REVISTA AMBIENTE CONTÁBIL; B3
2176-9036; REVISTA AMBIENTE CONTÁBIL; B3
2317-9708; REVISTA ANALISANDO EM CIÊNCIA DA INFORMAÇÃO; B3
2238-2720; REVISTA BAHIANA DE ODONTOLOGIA; B3
2179-684X; REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA; B3
1980-9735; REVISTA BRASILEIRA DE AGROECOLOGIA; B3
2179-135X; REVISTA BRASILEIRA DE CASOS DE ENSINO EM ADMINSTRAÇÃO (GV CASOS); B3
2176-6649; REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA; B3
2317-5443; REVISTA BRASILEIRA DE DESENVOLVIMENTO REGIONAL; B3
1983-9391; REVISTA BRASILEIRA DE ECOTURISMO; B3
0034-7191; REVISTA BRASILEIRA DE ESTUDOS POLÍTICOS; B3
1984-2295; REVISTA BRASILEIRA DE GEOGRAFIA FÍSICA; B3
2236-5664; REVISTA BRASILEIRA DE GEOMORFOLOGIA; B3
2319-0639; REVISTA BRASILEIRA DE GESTÃO E INOVAÇÃO; B3
1519-5902; REVISTA BRASILEIRA DE HISTÓRIA DA EDUCAÇÃO; B3
2238-0094; REVISTA BRASILEIRA DE HISTÓRIA DA EDUCAÇÃO; B3
1414-5685; REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO; B3
1806-5104; REVISTA BRASILEIRA DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS; B3
2317-2363; REVISTA BRASILEIRA DE PLANEJAMENTO E DESENVOLVIMENTO; B3
2236-1677; REVISTA BRASILEIRA DE POLITICAS PUBLICAS; B3
1678-166X; REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO; B3
2179-8338; REVISTA BRASILEIRA DE POLÍTICAS PÚBLICAS (RBPP); B3
1679-1991; REVISTA CAPITAL CIENTÍFICO (UNICENTRO); B3
2254-7630; REVISTA CARIBEÑA DE CIENCIAS SOCIALES; B3
1808-3781; REVISTA CATARINENSE DA CIÊNCIA CONTÁBIL; B3
2237-7662; REVISTA CATARINENSE DA CIÊNCIA CONTÁBIL; B3
2175-0556; REVISTA CIENTIFICA HERMES; B3
1679-4605; REVISTA CIÊNCIA EM EXTENSÃO; B3
1414-0896; REVISTA CIÊNCIAS ADMINISTRATIVAS (UNIFOR); B3
1677-5090; REVISTA CIÊNCIAS MÉDICAS E BIOLÓGICAS; B3
2073-6061; REVISTA COFIN HABANA; B3
2238-121X; REVISTA COMUNICAÇÕES; B3
0254-1106; REVISTA CRÍTICA DE CIÊNCIAS SOCIAIS; B3
1809-3191; REVISTA DA ESCOLA DE GUERRA NAVAL (ED. PORTUGUÊS); B3
1984-4840; REVISTA DA FACULDADE DE CIENCIAS MEDICAS DE SOROCABA; B3
0104-3315; REVISTA DA FACULDADE DE DIREITO (UFPR); B3
1982-2537; REVISTA DA MICRO E PEQUENA EMPRESA (FACCAMP); B3
2182-9608; REVISTA DA UIIPS; B3
1517-0276; REVISTA DA UNIVERSIDADE VALE DO RIO VERDE; B3
2236-5362; REVISTA DA UNIVERSIDADE VALE DO RIO VERDE; B3
2237-7956; REVISTA DE ADMINISTRACAO IMED; B3
2176-8412; REVISTA DE ADMINISTRAÇÃO DA FATEA; B3
2317-6091; REVISTA DE CIÊNCIAS DA EDUCAÇÃO; B3
2178-4582; REVISTA DE CIÊNCIAS HUMANAS; B3
0101-9589; REVISTA DE CIÊNCIAS HUMANAS (UFSC); B3
1519-1974; REVISTA DE CIÊNCIAS HUMANAS (VIÇOSA); B3
0104-0529; REVISTA DE CULTURA TEOLÓGICA; B3
2178-8022; REVISTA DE DESENVOLVIMENTO ECONÔMICO; B3
2179-7692; REVISTA DE ENFERMAGEM DA UFSM; B3
2238-3360; REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECÇÃO; B3
1984-1639; REVISTA DE ESTUDOS E PESQUISAS SOBRE AS AMÉRICAS; B3
2319-0817; REVISTA DE ESTUDOS EMPÍRICOS EM DIREITO; B3
1519-504X; REVISTA DE ESTUDOS SOCIAIS (UFMT); B3
1519-504X; REVISTA DE ESTUDOS SOCIAIS (UFMT); B3
2176-8854; REVISTA DE FINANÇAS APLICADAS; B3
0104-5490; REVISTA DE GEOGRAFIA (RECIFE); B3
2316-9834; REVISTA DE GESTAO AMBIENTAL E SUSTENTABILIDADE; B3
0719-1839; REVISTA DE GESTIÓN PÚBLICA; B3
2236-0972; REVISTA DE GESTÃO E PROJETOS; B3
2316-3712; REVISTA DE GESTÃO EM SISTEMAS DE SAÚDE; B3
2238-5320; REVISTA DE GESTÃO, FINANÇAS E CONTABILIDADE; B3
1130-5029; REVISTA DE HUMANIDADES; B3
1809-6107; REVISTA DE PESQUISA: CUIDADO É FUNDAMENTAL; B3
1413-4438; REVISTA DE PSICANÁLISE DA SOCIEDADE PSICANALÍTICA DE PORTO ALEGRE; B3
2237-3713; REVISTA DE TECNOLOGIA APLICADA; B3
1678-765X; REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO; B3
2238-9024; REVISTA DIÁLOGO; B3
2358-7083; REVISTA ELETRÔNICA CIENTÍFICA DO CRA-PR; B3
1982-7199; REVISTA ELETRÔNICA DE EDUCAÇÃO (SÃO CARLOS); B3
1518-1944; REVISTA ELETRÔNICA DE ENFERMAGEM; B3
2179-474X; REVISTA ELETRÔNICA DE INCIAÇÃO CIENTÍFICA TECNOLÓGICA E ARTÍSTICA; B3
1677-3071; REVISTA ELETRÔNICA DE SISTEMAS DE INFORMAÇÃO (RESI); B3
1981-3694; REVISTA ELETRÔNICA DO CURSO DE DIREITO DA UFSM; B3
2236-1170; REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL; B3
1982-4785; REVISTA ELETRÔNICA GESTÃO & SAÚDE; B3
2177-7284; REVISTA ELETRÔNICA GESTÃO E SERVIÇOS; B3
1984-4204; REVISTA ELETRÔNICA MESTRADO EM ADMINISTRAÇÃO; B3
1519-6186; REVISTA ESPAÇO ACADÊMICO (UEM); B3
2179-7943; REVISTA ESPAÇO JURÍDICO; B3
2318-1001; REVISTA EVIDENCIACAO CONTABIL & FINANCAS; B3
0104-7043; REVISTA FAEEBA; B3
2317-2983; REVISTA FSA (FACULDADE SANTO AGOSTINHO); B3
2179-1465; REVISTA GEMINIS; B3
2175-3709; REVISTA GEOGRAFARES; B3
1982-4785; REVISTA GESTÃO & SAÚDE (BRASÍLIA); B3
1677-9479; REVISTA GESTÃO & TECNOLOGIA; B3
